over,short_text,long_text
3.5,"Chahar to Smith, 1 run","short on the pads, whipped to deep square leg"
3.4,"Chahar to Rahane, OUT","caught at cover! Chahar hits back. Full at off stump, just held in the pitch enough, Rahane came forward and couldn't keep his push down"
3.3,"Chahar to Rahane, no run","better length, at the stumps, defended"
3.2,"Chahar to Rahane, FOUR runs","back-to-back boundaries as he goes down and sweeps firmly off a good length, straighter delivery, sends it in the air to deep backward square"
3.1,"Chahar to Rahane, FOUR runs","short of a length outside off, cuts firmly and bisects the men at short third man and backward point"
2.6,"Malinga to Rahane, 1 run","angled into the pads, glanced backward of square"
2.5,"Malinga to Samson, 1 run","opens the face to a short-of-a-length delivery, 137kph, and scampers the run to short third man"
2.4,"Malinga to Samson, no run","short of a length, another slower one, grips a touch on the surface, played to midwicket"
2.3,"Malinga to Samson, 4 byes","oops! A lovely slower ball, defeats Samson's attempt to angle it away, reaches de Kock on the second bounce and he can't take it. Bonus runs"
2.2,"Malinga to Rahane, 1 leg bye","short of a length, big appeal for lbw from Malinga as Rahane whips across the line and Rohit calls the review with a few seconds to spare. Looked high to start with and it looks even higher on the replay, and he's almost off the ground as he plays it. Poor review. Going miles over the stumps"
2.1,"Malinga to Rahane, no run","full at the stumps, defended to the bowler"
1.6,"Krunal to Samson, FOUR runs","that's just as good! He's looking a million dollars at the moment. Stays still this time, drives with a slightly open face and threads the gap through the covers, wide of long-off. Such timing."
1.5,"Krunal to Samson, FOUR runs",wonderful shot! That's so classy takes a step outside leg stump then drives inside-out over extra cover. Could watch that all day
1.4,"Krunal to Rahane, 1 run","fired in as a low full toss, clipped to the leg side"
1.3,"Krunal to Samson, 1 run",gets forward and flicks a good-length ball to deep midwicket
1.2,"Krunal to Samson, FOUR runs","floated up at leg stump, Samson gives himself a touch of room, allows him to free his arms, lofts it straight down the ground"
1.1,"Krunal to Rahane, 1 run","round the wicket, full and straight, pushed to long-on"
0.6,"Pandya to Samson, no run","beats the edge this one, just a little shape away, playing away from his body looking for another glide to third man but wasn't in as much control"
0.5,"Pandya to Samson, FOUR runs","that's a very clever shot, a touch wider outside off, short of a length, angles it fine of short third man"
0.4,"Pandya to Samson, FOUR runs","short of a length at off stump, a bit of a hack across the line but it's very effective as he sends it to deep midwicket"
0.3,"Pandya to Rahane, 1 run","shorter, outside off, gets onto his toes and drives off the back foot to deep point"
0.2,"Pandya to Rahane, no run","a fraction fuller, outside off, Rahane makes a small press forward and defends to point"
0.1,"Pandya to Rahane, no run","back of a length at off stump, defended to the covers"
19.6,"Archer to Cutting, SIX runs","length ball angling into off stump, and finally Cutting gets one right in his zone. Clears his front leg and absolutely wallops this over the forward square leg boundary. Mighty hit to end the innings, and it takes Mumbai past 160 on a slow, tricky pitch"
19.5,"Archer to Cutting, no run","shortish, wide of off. Grips on the pitch and nips away a little like a legcutter. Slashes hard and is beaten by the movement and lack of pace"
19.4,"Archer to Krunal, 1 run","back of a length on off stump, stays leg-side of the ball and carves it away to deep point"
19.3,"Archer to Cutting, 1 run","in the blockhole on off stump, low full-toss but low enough to count as a yorker. Stabbed down to long-off"
19.2,"Archer to Krunal, 1 run","back of a length, straightens a little in the corridor close to off stump. Lets it come on and drops it into the cover point region for a quick single"
19.1,"Archer to Pandya, OUT","well, we have a review for lbw first ball! Yorker, and Pandya plays all around it, looking to flick it away. Given not out, and Smith reviews without too much hesitation. Hits him on the front boot  Impact in line with middle and leg, and ball-tracking says it'll crash into leg stump. Bye bye, Hardik"
18.6,"Unadkat to Cutting, 2 runs","another slower ball, nipping away towards off stump. Cutting clears his front leg and looks to hit over the leg side. Miscues, slices off the outside half of the bat, but it lands well short of the fielder coming in off the long-on boundary"
18.5,"Unadkat to Pandya, 1 run","in the blockhole on off stump, jams his bat down to dig it out to extra-cover"
18.4,"Unadkat to Pandya, SIX runs","poor Unadkat. Slower length ball pitching on the stumps and spinning away from them. Super shot from Pandya, brings down a straight bat and scoops the ball back over the bowler's head, gets it to carry all the way"
18.3,"Unadkat to Pandya, 2 runs","ARCHER DROPS ANOTHER! Slower short ball just outside off, and Pandya miscues his front-foot pull. Archer again comes in from the midwicket boundary and dives forward. Again he gets both his hands to it, and again he fails to grab on"
18.3,"Unadkat to Pandya, 1 wide","again he goes for that wide line, and ends up slanting the ball too wide. Attempted slower one this time"
18.2,"Unadkat to Pandya, FOUR runs","wide and full, and Hardik throws his bat at it and gets a thick edge on it. Third man is up in the circle and the ball flies between that fielder and the diving Samson behind the stumps"
18.1,"Unadkat to Pandya, 2 runs","slower ball, back of a length, slanting away from off stump. Flat-batted to the left of long-off, no real power on it"
18.1,"Unadkat to Pandya, 1 wide","looks for the wide yorker, ends up slanting it way too wide. Hardik leaves it alone - not much else he could have done"
17.6,"Archer to Cutting, no run","now the slower short ball, considerably slower than the previous ball, outside off. Swings too early through his pull and fails to make contact. Concedes just five off the over despite starting it with a boundary"
17.5,"Archer to Cutting, no run","stump-high full-toss on off stump. Was looking for the yorker but missed his length. Still a hard ball to deal with at Archer's pace, and all Cutting can do is jab it back to the bowler"
17.4,"Archer to Cutting, no run","slower ball, back of a length, fourth-stump line. Stops on the pitch and Cutting is through his punch early. Wants to play it through the covers, plays it back to the bowler in the end"
17.3,"Archer to Cutting, no run","fast, effortless off-stump yorker. Jabbed back to the bowler"
17.2,"Archer to Pandya, 1 run","length ball on off stump, driven to long-off"
17.1,"Archer to Pandya, FOUR runs","shot. Strays onto the pads, and Hardik likes the opportunity to use his wrists, whips it away up and over short fine leg, and deep backward square leg has little chance running to his right"
16.6,"Unadkat to Cutting, FOUR runs","what a shot that is! Slower ball, back of a length, fifth-stump line, and you'd think there's very little pace for Cutting to work with, but he lets it come on, and just dabs it away to the left of backward point, and somehow sends it speeding away over the outfield even as the fielder gives chase"
16.5,"Unadkat to Pollard, OUT","got him, huge wicket. Another slower cutter, aiming at middle stump. Pollard gets on the front foot for another big hit, plays slightly across it - looking to go over midwicket rather than long-on - and ends up playing early, creating a big gap for the ball to barge through"
16.4,"Unadkat to Pollard, SIX runs","back of a length on off stump, clears his front leg and hoicks it away, effortlessly, over the midwicket boundary"
16.3,"Unadkat to Pandya, 1 run","dropped. Archer puts down his second of the match. It seemed to be in the slot for the big hit from Hardik, full and angling across towards off stump. Clears his front leg and goes for it, but it's the slower cutter and he doesn't quite time it. Archer comes in off the deep midwicket boundary, slides forward and gets his hands under the ball, but can't hold on"
16.2,"Unadkat to Pollard, 1 run","back of a length slower one, aiming to tuck Pollard up. Worked quietly off the hip through backward square leg"
16.1,"Unadkat to Pollard, 2 runs","full, angling across towards off stump, punched to the left of long-off"
15.6,"Archer to Pandya, no run","excellent finish to an excellent over. Sharp bouncer, angling in from wide of the crease, homing in on Hardik's helmet. Keeps his eye on the ball and sways out of the way. A less quick bowler may have given him time to attempt a ramp, but not so in Archer's case"
15.5,"Archer to Pollard, 1 run","full, angling in towards off stump, pushes to the left of cover and takes off, and there's a direct hit at the striker's end  Looks like Hardik's just made it, nice stretch at the end. Rahane with the throw from cover"
15.4,"Archer to Pollard, no run","in the blockhole on off stump, jams his bat down and squeezes it out to midwicket"
15.3,"Archer to Pandya, 1 run","full slower one, angling in towards off stump, shows the full face to drive to long-on"
15.2,"Archer to Pandya, no run","fullish outside off, looks to drive towards mid-off and short extra-cover moves to his right to intercept"
15.1,"Archer to Pandya, no run","back of a length outside off, looks to open his bat face and guide it to third man but doesn't get it to slide off his bat with too much pace. Backward point moves to his left and stops it"
14.6,"Gopal to Pollard, no run","full flighted ball on middle stump, defended inside-out to short extra-cover"
14.5,"Gopal to Pandya, 1 run","back of a length, at Pandya's left hip, whipped away to long leg"
14.4,"Gopal to Pandya, no run","lovely. Quick legbreak just outside off, with just enough air on it to draw Pandya forward. Looks to defend but it dips and turns and zips past his outside edge"
14.3,"Gopal to de Kock, OUT","wrong'un, short one, pitching on off stump and spinning further away. Looks to fetch a pull from a long way outside off stump and only manages to slice it high in the air and into the waiting hands of the long-on fielder"
14.2,"Gopal to de Kock, no run","flatter now, slanted across to off stump, makes room to cut but can't beat backward point"
14.1,"Gopal to de Kock, 2 runs","tossed up, floated across towards off stump, and he gets down low to sweep to the left of long leg, where Binny makes an excellent sprinting, diving save at the boundary"
13.6,"Binny to de Kock, 1 run","shortish, angling across to off stump, pulled down the ground to long-on"
13.5,"Binny to Yadav, OUT","there's the answer. Dhawal Kulkarni's on the fine leg boundary, and he runs to his right and takes a simple one after Suryakumar miscues a hook off a Binny bouncer that gets up over his right shoulder"
13.4,"Binny to Yadav, 2 runs","back-of-a-length slowie this time, pulled from outside off, in the air, but bounces well short of the fielder, to the right of long-on"
13.3,"Binny to Yadav, FOUR runs","loopy slower ball, fuller this time, full enough for Suryakumar to swing through the line and hit it back down the ground, over the non-striker's head and to the left of long-on"
13.2,"Binny to Yadav, no run","slower ball again, fuller this time, again in that fifth-stump corridor. Goes for the big slog and misses"
13.1,"Binny to Yadav, no run","short, wide slower ball, takes ages to reach the batsman, by which time he's already played a futile air-slash"
12.6,"Gopal to Yadav, 1 run","low full toss, straight, driven to long-off"
12.5,"Gopal to de Kock, 1 run","very full outside off, shapes for the slog-sweep but it goes quite straight towards long-on"
12.4,"Gopal to Yadav, 1 run","it's a wrong 'un again, whipped in the air, one bounce to deep midwicket"
12.3,"Gopal to de Kock, 1 run","very short outside off, another googly, lack of pace off the pitch helps the bowler as de Kock only sends it to long-off"
12.2,"Gopal to de Kock, no run","is he stumped? Beaten outside off by a shorter, flatter delivery. Think he's managed to push the foot back across the line, he's done well there"
12.1,"Gopal to Yadav, 1 run","full at leg stump, driven to long-on"
11.6,"Unadkat to Yadav, 1 run","risky line, short on the hip, but it's only a single as he flicks to long leg Royals won't mind him keeping the strike"
11.5,"Unadkat to de Kock, 1 run","a slower ball, at the stumps, nudged into midwicket has a decent chance for a hundred"
11.4,"Unadkat to de Kock, SIX runs","that's a beauty! Sounded very sweet off the bat and went miles back over deep midwicket. Was in the arc, good length at the stumps, and it was a lovely swing of the bat"
11.3,"Unadkat to Yadav, 1 run","tries something here, sweeping a back-of-a-length ball which is adventurous gets a top edge into his body. And then gets whacked on the back by the throw for good measure"
11.2,"Unadkat to de Kock, 1 run","back of a length, clubbed through the line down to long-on where Stokes is very swift"
11.1,"Unadkat to de Kock, no run",a fresh-air shot as he swings to the leg side against a short-of-a-length delivery outside off
10.6,"Gopal to Yadav, 2 runs","a little shorter, he plays back and lofts it straight down the ground neatly between long-on and long-off"
10.5,"Gopal to Yadav, no run","full at off stump, whips through a square cut which finds backward point"
10.4,"Gopal to de Kock, 1 run",goes back in the crease and takes this from outside off to deep midwicket
10.3,"Gopal to Yadav, 1 run",whipped off the pads to deep midwicket
10.2,"Gopal to de Kock, 1 run","touch short outside off, doesn't bounce much, de Kock keeps low on the shot and pulls to deep midwicket"
10.1,"Gopal to Yadav, 1 run","good length, straight, eased down to long-on"
9.6,"Kulkarni to de Kock, FOUR runs","a superb piece of invention to take him to fifty, scoops a short delivery down to fine leg, just helped it around the corner a 34-ball half-century"
9.5,"Kulkarni to de Kock, no run",swings across the line of a back-of-a-length delivery and doesn't make contact
9.5,"Kulkarni to de Kock, 1 wide","a very short slower ball, loops through to the keeper as he lets it go and gets the wide call"
9.4,"Kulkarni to Yadav, 1 run","over the wicket, back of a length at middle and off, pushed into midwicket with a straight bat"
9.3,"Kulkarni to de Kock, 1 run","this is a clubbing shot through straight midwicket, a back-of-a-length ball goes wide of long-on"
9.2,"Kulkarni to de Kock, no run","short again, clubbed to midwicket without proper timing on this occasion"
9.1,"Kulkarni to de Kock, 2 runs","over the wicket, short of a length, heaved to deep midwicket"
8.6,"Parag to de Kock, 1 run","slower length ball on middle stump, gets his front leg out of the way and whips it to deep square leg"
8.5,"Parag to Yadav, 1 run","back of a length on middle stump, whipped to wide long-on"
8.4,"Parag to de Kock, 1 run","Round the wicket, angles this in towards middle and leg. Clears the front hip and swipes it down to long-on"
8.3,"Parag to Yadav, 1 run","slower length ball on off and middle, driven gently down to long-off"
8.2,"Parag to Yadav, SIX runs","a touch slower on off stump, and he errs on the full side. Right in the slot for Suryakumar to loft back over the bowler's head"
8.1,"Parag to Yadav, no run","length ball outside off, driven to extra-cover"
7.6,"Binny to de Kock, FOUR runs","shortish, down the leg side, poor ball to bowl with fine leg inside the circle. De Kock swivels and swats it away to the left of the diving fielder"
7.5,"Binny to Yadav, 1 run","short of a length again, this time angling into middle stump. Stops on the batsman a little and he waits for it to arrive and punches to long-on"
7.4,"Binny to Yadav, 2 runs",goes wide of the crease and bowls a shortish offcutter angling in towards off stump. Pulled away to the right of long-on
7.3,"Binny to de Kock, 1 run","fuller, on the pads, clipped to deep square leg"
7.2,"Binny to de Kock, no run","oh my. That's a slower short ball, dug into the pitch, and de Kock is through the pull waaay before the ball arrives. Bounces loopily and it's on its way down when it passes over the bails"
7.1,"Binny to Yadav, 1 run","back of a length offcutter outside off, gets back and across to whip to midwicket"
6.6,"Parag to Yadav, 1 run","length ball on off stump, gets on the front foot to drive to long-off"
6.5,"Parag to de Kock, 1 run","back of a length on off stump, goes back and whips towards midwicket"
6.4,"Parag to de Kock, 2 runs","goes round the wicket to de Kock and angles it into the pads, tucked away through square leg"
6.3,"Parag to Yadav, 1 run","back of a length and skiddy, punched to long-on"
6.2,"Parag to Yadav, no run",
6.1,"Parag to Yadav, 2 runs","short outside off, clubbed to mid-on"
5.6,"Unadkat to Yadav, 1 run",tapped away to keep the strike
5.5,"Unadkat to Yadav, 4 leg byes","wrong line again, full outside leg, clips the pad and beats the diving keeper, runs away to fine leg"
5.5,"Unadkat to Yadav, 1 wide","poor delivery, way down the leg side, Yadav walks inside the line and allows it through"
5.4,"Unadkat to Yadav, no run","short of a length, tight on off stump, forced into midwicket"
5.3,"Unadkat to Yadav, no run","good length at off stump, defended to the on side"
5.2,"Unadkat to de Kock, 1 run","follows him as he moves a little to leg, good length at middle and leg, pushed towards mid-on"
5.1,"Unadkat to Yadav, 1 leg bye","over the wicket, back of a length, takes the pad into the off side"
4.6,"Archer to de Kock, no run","another blow for de Kock! Almost in the same spot. Short of a length, the ball squats a little on him as he aims to pull"
4.5,"Archer to de Kock, FOUR runs","terrific shot, de Kock picks a slightly slower one - 124kph - it's full outside off, drives over the off side"
4.4,"Archer to de Kock, 2 runs","length ball at off stump, swung away through midwicket with a cross-batted swipe, deep square is able to get around"
4.3,"Archer to de Kock, no run","full, width outside off, 128kph, driven to cover"
4.2,"Archer to de Kock, no run","that's brisk and painful! Short of a length, de Kock looks to whip across the line and is taken high between the legs"
4.1,"Archer to de Kock, no run","over the wicket, short outside off and it scuttles under the bottom edge of a cut shot through to the keeper"
3.6,"Kulkarni to Yadav, no run","touch of width outside off, square drives and finds cover"
3.5,"Kulkarni to de Kock, 1 run","back of a length, straight, worked towards straight midwicket"
3.4,"Kulkarni to de Kock, SIX runs","into the crowd! De Kock is cutting loose. Short again, this time he doesn't even try to keep it down and lofts the pull over deep square leg"
3.3,"Kulkarni to de Kock, FOUR runs","three in a row! He's toying with the bowler a little, Kulkarni straightens his line, but it's on the hip and gets pulled backward of square"
3.2,"Kulkarni to de Kock, FOUR runs","that's very well played, comes down the pitch and gives himself room outside leg them square drives a back-of-a-length delivery through cover"
3.1,"Kulkarni to de Kock, FOUR runs","smashed down the ground, full outside off, thumps through the line and sends it straight back past the bowler"
2.6,"Gopal to de Kock, 1 run","dropped at long-on! Archer sprinting in off the rope, dives forward, but can't hold on. De Kock aiming to go over the top, sliced across the ball and couldn't get the distance"
2.5,"Gopal to de Kock, no run","nicely bowled, good length outside off, perhaps a touch quicker, chopped down in front of slip as he attempts to angle it to third man"
2.4,"Gopal to Yadav, 1 run","short of a length, straight, pushed to long-on off the back foot"
2.3,"Gopal to Rohit Sharma, OUT","straight back to the bowler! Bit of an odd dismissal, really. Rohit used his feet, didn't quite get to the pitch, pushed with hard hands, it was a googly, got an inside edge into his pad which looped back to Gopal"
2.2,"Gopal to Rohit Sharma, FOUR runs","gets the line a little wrong, angled in at leg stump, Rohit sweeps it wide of short fine leg"
2.1,"Gopal to de Kock, 1 run","over the wicket, full at leg stump, driven to long-on"
1.6,"Kulkarni to Rohit Sharma, no run","flash and a miss outside off, an appeal for caught behind from the bowler but has no support. Was short, Rohit went after it with a back-foot drive"
1.5,"Kulkarni to de Kock, 1 run","back of a length outside leg, worked into midwicket and that's a very tight single probably gone with a direct hit from Binny"
1.4,"Kulkarni to Rohit Sharma, 1 run","fuller, outside off, driven square to deep cover"
1.3,"Kulkarni to Rohit Sharma, no run","short of a length at off stump, punched off the back foot to cover"
1.2,"Kulkarni to de Kock, 1 run","on the pads, back of a length, swung to long leg"
1.1,"Kulkarni to de Kock, no run","short of a length on leg stump, takes the thigh pad as he looks to whip it away"
0.6,"Binny to Rohit Sharma, no run","fuller, wide outside off, he's through his drive without any timing and finds cover"
0.5,"Binny to Rohit Sharma, no run","good length outside off, driven towards the bowler who sticks his right boot out crashes into the non-striker's stumps"
0.4,"Binny to de Kock, 1 run","short of a length, tucked off the pads to deep square leg"
0.3,"Binny to de Kock, no run","big full toss! Nearly driven back to the bowler, took de Kock by surprise, pushes it straight down the pitch"
0.2,"Binny to de Kock, 2 runs","loops over midwicket! Short of a length, de Kock looks to whip it away, spoons off the splice but lands safe after the fielding at midwicket had moved in with the bowler"
0.1,"Binny to de Kock, no run","good length, straight, defended solidly back down the pitch"
19.6,"Ali to Rana, SIX runs","Rana bangs a length ball for six over long off, but RCB win the game"
19.5,"Ali to Russell, OUT","length, and he smacks this towards midwicket. There's a throw rifled in at the non-striker's end, and he's walking off. Russell is gone, as Moeen Ali whips the bails off. What a knock from Russell here, this time in a losing cause"
19.4,"Ali to Russell, no run","full ball, and he looks to go over long off, but misses. That could be the game, right there!"
19.3,"Ali to Russell, SIX runs","length, and he has hit this over long on for six!"
19.2,"Ali to Rana, 1 run","full ball, and he gets an inside edge towards long leg. Russell takes the single and refuses the second"
19.1,"Ali to Rana, no run","goes for a full ball, and Rana moves across to the off side. No wide given! Rana tries a sweep, but misses"
18.6,"Stoinis to Russell, SIX runs","yorker attempted, and he still drop-kicks this straight over the bowler, and just over long off"
18.5,"Stoinis to Russell, SIX runs","full, on off stump, and he has hammered this straight down the pitch over long off. Hits the sightscreen, as Eden Gardens rises to greet his fity off just 21 balls!"
18.4,"Stoinis to Russell, SIX runs","short ball, and he has struck this over midwicket for a huge six!"
18.3,"Stoinis to Russell, no run","short ball, and he ducks under this one. Well bowled. Russell probably thought this was going to go down the leg side, but it follows him and is a dot ball! Gold dust!"
18.2,"Stoinis to Russell, no run","full toss, outside off, and he crashes this towards cover. Moeen Ali stops this! RCB inch ever closer!"
18.2,"Stoinis to Russell, 1 wide","tries another full ball on the pads, but Russell walks across and it will be called a wide. No margin for error on the on-side"
18.1,"Stoinis to Russell, no run","full ball, and hits him on the pads. Runs all the way down towards fine leg, but he wasn't playing a shot there, so no leg byes on offer. Good ball!"
17.6,"Steyn to Rana, FOUR runs","length, and he goes inside out, and gets it over extra cover. One-bounce four"
17.5,"Steyn to Rana, no run","fuller, angles across him, and he plays outside the line of this in trying to whack it over midwicket"
17.4,"Steyn to Rana, SIX runs",moves across and hits a length ball over long on for six! Rana is striking the ball well now
17.3,"Steyn to Rana, 2 runs","length, and he has pushed this beyond Moeen Ali at short cover, and it is fielded by the sweeper cover fielder to his left. They amble through for two"
17.2,"Steyn to Rana, SIX runs","length, and he has hit this over long off. No more than a push off the front foot, on bent knee"
17.1,"Steyn to Rana, no run","length, towards off stump, and he drives this but cannot beat cover, inside the ring"
16.6,"Siraj to Rana, 1 run","length, outside off, and he has sliced this towards mid off. There's a direct hit at Russell's end as they go for the single, and he just about makes it"
16.5,"Siraj to Russell, 1 run","length, and he has hammered this off the toe-end towards long on"
16.4,"Siraj to Russell, no run","length, slower ball, outside off, and he has a swing and he can miss too! Almost fell over I think he wanted to cream this over to Dhaka!"
16.4,"Siraj to Russell, 1 wide","slower ball, but wide outside off. Russell chases it, and misses out on contact, on one knee as well. Too wide, I'm afraid!"
16.3,"Siraj to Russell, SIX runs","length, and he goes inside out. That has gone a long way over extra cover!"
16.2,"Siraj to Russell, FOUR runs","short, and he backs away and slaps this past point. What a shot again!"
16.2,"Siraj to Russell, 1 wide","short, and wide. Too wide, outside off, and Russell lets this go"
16.1,"Siraj to Rana, 1 run","length ball, that he lofts towards mid off, and they take on Steyn's arm. He has a shy at the striker's end, but misses. Russell could have been gone!"
15.6,"Saini to Russell, no run","short, fast, and angles in to him, and he leaves"
15.5,"Saini to Rana, 1 run","length, and he has got a hold of this too, but it goes on a bounce to deep midwicket"
15.4,"Saini to Rana, SIX runs","full toss, outside off, and he has deposited this over midwicket again. Looks for a no-ball for height, but that hasn't been given"
15.3,"Saini to Rana, SIX runs","length, and he has swung this over midwicket off the back foot. What an emphatic stroke to get to fifty!"
15.2,"Saini to Rana, no run","length, moves away from him. Rana tries to make room by moving away to his leg side, and ends up needing to stretch to make contact. Misses "
15.1,"Saini to Rana, FOUR runs","length ball, and he has hit this down the wicket past long on. Really well timed by Rana"
14.6,"Chahal to Russell, SIX runs","length, on off stump, and he has clubbed this over long on. Hat-trick of sixes, and KKR are making a fist of this. Can they pull it off again?"
14.5,"Chahal to Russell, SIX runs","tossed up, and he has gone straight, and far, and wide "
14.4,"Chahal to Russell, SIX runs","length ball, and he gets the toe-end as he looks to swing this towards midwicket. It goes all the way over long on, though. Fetches this from outside off"
14.4,"Chahal to Russell, 1 wide","tossed up outside off, and outside the tramlines. Russell leaves "
14.3,"Chahal to Rana, 1 run","tossed up outside off, and he drives this towards extra cover. Steyn stops it with his boot, and gets some support from his teammate in pulling the ball back"
14.2,"Chahal to Rana, no run","length, and he looks to slog sweep, but gets an inner edge. The ball trickles down towards Chahal to his left"
14.1,"Chahal to Rana, no run","length, and he cannot get this away. Drops it back towards the bowler"
13.6,"Saini to Russell, no run","slower ball, outside off, and Russell cannot get to it. Waited for it, but it never really arrived. Sinks to his knees momentarily, as Saini completes a good over"
13.5,"Saini to Rana, 1 run","length, angles across him, and he cuts this towards backward point"
13.4,"Saini to Russell, 1 run","short, and he has top-edged this. Klaasen runs in towards his left from fine leg, and grasses this! Fast ball, and he didn't know much about where it went, looking to go over long leg, but it fell somewhere between fine leg and backward square leg"
13.3,"Saini to Russell, no run","short, moves into him, and cramps him for room. He tries to slash this away, but cannot lay bat on ball"
13.2,"Saini to Russell, FOUR runs",moves across to the leg side and slashes a length ball just outside off stump. That went like a bullet through the point region!
13.1,"Saini to Rana, 1 run","length, angles across Rana, who punches this towards backward point"
12.6,"Chahal to Russell, no run","fired wide outside off, and Russell chases it, but misses out on contact. Would have been close to being called a wide, but he gets away with this"
12.5,"Chahal to Russell, no run","wrong 'un, fired outside off, and stays within the tramlines. Russell leaves it"
12.4,"Chahal to Russell, SIX runs","tossed up outside off, and he swings this inside out it's that slashing shot of his, and it carries over extra cover. Seems to have hurt his shoulder and wrist as he struck that"
12.4,"Chahal to Russell, 1 wide","fired outisde off, and Russell lets it pass. Goes just beyond the tramlines"
12.3,"Chahal to Rana, 1 run","shorter, and quicker, and he bumps this towards backward square leg, to hand the strike back to Dre Russ"
12.2,"Chahal to Rana, FOUR runs","length, towards leg stump, and he sweeps this fine. Gets it to the left of backward square leg"
12.1,"Chahal to Russell, 1 run","length, fired outside off stump, and he rifles this towards extra cover"
11.6,"Stoinis to Rana, 2 runs","length, angles across him and he dabs it down towards third man. That looks headed for four, but Klaasen comes diving away to his right and gets his hands to it. Seems to have done enough to get rid of the ball, just before his body hits the rope. A tough one to call. He might have just done enough to save two "
11.5,"Stoinis to Uthappa, OUT","length, and he has picked this up, swung it towards backward square leg, where the catch is completed! Might have been a change of pace, scrambled seam in fact, and he ended up getting more of the edge of the bat. The intent was right, but he's been put out of his pain"
11.4,"Stoinis to Rana, 1 run","yorker, and he makes room, but can only hit it straight down the wicket towards long off"
11.3,"Stoinis to Rana, no run","length ball, slower, angles away, and he fails to make contact with an intended slog across the line"
11.2,"Stoinis to Rana, FOUR runs","length, wide outside off, and he slashes this over point. Good shot, nearly carried over the fence on the full!"
11.1,"Stoinis to Rana, 2 runs","length, outside off, and he has got the top edge as he looks to bunt this towards midwicket. It flies towards third man, and Chahal comes running in, but cannot complete the catch! Just lands short of him"
10.6,"Chahal to Uthappa, no run","fired flatter, and he gets it off his pads towards the square on the leg side. Refuses a single, and Rana has come way down the pitch. Patel's return is fired to Chahal, who cannot collect it. Reprieve for the non-striker!"
10.6,"Chahal to Uthappa, 1 wide","wide outside off, and Uthappa goes for a reverse sweep, but misses. Should have been wide anyway, though Chahal contests the decision"
10.6,"Chahal to Uthappa, 1 wide","fired wide outside off, and turns further away. Will have to rebowl this one"
10.5,"Chahal to Uthappa, no run",cuts a length ball away towards point. Has to refuse the single
10.4,"Chahal to Rana, 1 run","reverse sweep again. Set himself too early, and Chahal fired it a bit shorter, forcing him to go square towards backward point"
10.3,"Chahal to Rana, FOUR runs","tries the reverse sweep, gets the top edge, but this has flown just over short third man's head, for four!"
10.2,"Chahal to Rana, FOUR runs","short, and he swings this around towards long leg. One-bounce four for Rana!"
10.1,"Chahal to Uthappa, 1 run","length ball, and he goes back and punches it with the turn towards extra cover"
9.6,"Siraj to Rana, FOUR runs","spoils the over with a bad last ball, long hop that Rana picks up from outside off and pulls to the midwicket boundary"
9.5,"Siraj to Uthappa, 1 run",gives himself room again but Siraj keeps it outside off and Uthappa can only carve it to third man
9.4,"Siraj to Uthappa, no run","oooh, just past the outside edge. For all the flack he's got, Siraj is doing well. Brings this into Uthappa and he plays inside the line, caught on the crease a bit. The ball goes past the outside edge"
9.3,"Siraj to Uthappa, no run",goes back to being back of a length outside off and Uthappa can't connect with the steer. Good carry from that length again
9.3,"Siraj to Uthappa, 5 wide","that's a bad ball. Tried the short one again, seeing that Uthappa has dealt with the fuller one comfortably. Uthappa moved across his stumps, this one flies down leg side and wide of Parthiv too. Five wides"
9.2,"Siraj to Uthappa, no run","good comeback by Siraj, 138kph back of a length outside off and this track has bounce from that length. Uthappa stays in his crease to cut it but the ball goes over his bat"
9.1,"Siraj to Uthappa, FOUR runs","Shot. That's much better. Full on the stumps, Uthappa gives himself room and executes a textbook extra cover drive, bisects the field"
8.6,"Stoinis to Uthappa, 1 run","good length outside off, goes across and works this to backward square leg"
8.5,"Stoinis to Rana, 1 run","length ball on off, dabbed to third man"
8.4,"Stoinis to Rana, no run","full and angled across outside off, goes for the big booming drive through cover, but the ball sneaks past the outside edge."
8.3,"Stoinis to Rana, no run","good length outside off, steered to backward point"
8.2,"Stoinis to Rana, no run","slower bouncer, Rana has to innovate after setting himself up to bash through off and he tries to upper cut. Misses the ball"
8.1,"Stoinis to Rana, no run","fuller outside off, steered to gully and he sets off for a rash run. Sent back and the fielder misses the direct hit. Would have been gone if he had hit. Had almost given up trying to get back"
7.6,"Siraj to Uthappa, no run","lovely line, in the channel outside off and Uthappa is beaten on the outside edge, trying to punch the ball"
7.5,"Siraj to Uthappa, no run","fuller, punched to cover"
7.4,"Siraj to Uthappa, no run","swing and a miss. Siraj keeps this wider outside off, Uthappa is tempted into an expansive drive, but ends up missing it"
7.3,"Siraj to Uthappa, no run","pacier one, good length outside off, jabbed back to the bowler"
7.2,"Siraj to Rana, 1 run","too short and he wants to set himself up to pull it hard but mistimes it, bounces to long-on"
7.1,"Siraj to Rana, FOUR runs",lovely shot too full outside off and he stayed in his crease to punch-drive it over cover. Great timing on that one
6.6,"Stoinis to Uthappa, no run","length outside off, pushed to cover"
6.5,"Stoinis to Uthappa, no run","full on the fourth stump, pushed back to the bowler"
6.4,"Stoinis to Uthappa, no run","full outside off, he walks across and clips to mid-on"
6.3,"Stoinis to Rana, 1 run","back of a length angled across, dabs it down to third man"
