over,short_text,long_text
8.4,"Karn to Narine, 1 run","on a length, on the pads, nudged to short fine leg for one"
8.3,"Karn to Tripathi, 1 run",Tripathi keeps going. Flat slog sweep to deep midwicket for one
8.2,"Karn to Tripathi, no run","quick legbreak, no turn, kept out by Tripathi"
8.1,"Karn to Rana, OUT","big slog-sweep, but it hangs in the air for a catch at long-on. Just not full enough even though Rana is going with the turn. Just not close enough to the pitch of the ball to nail this"
7.6,"Bravo to Rana, 1 run","short of a length, punched straight of midwicket for one"
7.5,"Bravo to Tripathi, 1 run","on a length, straight, off the leading edge it goes to mid-off for one"
7.4,"Bravo to Tripathi, 2 runs","slower off cutter, wide, on a length, driven on the up, to the left of the sweeper cover for two"
7.3,"Bravo to Tripathi, no run","short of a length, around off, no room, pushed to point"
7.2,"Bravo to Tripathi, 2 runs","full, on the pads, clipped into a gap on the on side"
7.1,"Bravo to Tripathi, no run","short of a length, straight, pushed to midwicket"
6.6,"Karn to Tripathi, 1 run","on a length, middle and leg, driven to long-on for one"
6.5,"Karn to Tripathi, 2 runs","half-volley, on off, driven hard past extra cover for two"
6.4,"Karn to Tripathi, SIX runs",Tripathi continues slogging. That is so good to see. And good intentions bring good results. He has slogged this full all the way over the leaping Curran at long-on
6.3,"Karn to Rana, 1 run","full, on off, driven to long-on for another single"
6.2,"Karn to Tripathi, 1 run","short of a length, into the pads, punched down to long-on"
6.1,"Karn to Rana, 1 run","legbreak, on a length, straight, pushed down the ground"
5.6,"Chahar to Rana, 1 run","and he repeats it, but Rana uses soft hands to drop it towards short third for one"
5.5,"Chahar to Tripathi, 1 run","short of a length, into the body, short-arm jab to deep square leg for one"
5.5,"Chahar to Tripathi, 1 wide","short offcutter, spinning down the leg side. He is lucky Tripathi has got no bat on it as the fine leg is up"
5.4,"Chahar to Tripathi, SIX runs","and Tripathi goes the distance now. Knuckle ball, picked early, taken on the half-volley that it is, and lofted over wide long-off"
5.3,"Chahar to Rana, 1 run","short of a length, no room, punched to cover"
5.2,"Chahar to Tripathi, 1 run","this one moves in, worked away to short fine leg for one"
5.1,"Chahar to Tripathi, no run","looks like a legcutter. At 130ks. On a length, opens him up a little with away movement. Defended back to him"
4.6,"Thakur to Rana, no run","bouncer, 140ks, around off, and Rana sways out of its line"
4.5,"Thakur to Rana, no run","short of a length, straight, defended off the back foot"
4.4,"Thakur to Rana, FOUR runs","full and wide, with third man up, and Rana throws his bat at it, getting a thick edge over the man for four runs"
4.3,"Thakur to Rana, no run","short of a length, no room, defended from the crease"
4.2,"Thakur to Gill, OUT","Thakur gets Gill a third time in three innings. Looks to slog at a length ball while he has been picking the singles so well till now. Perhaps just saw a length ball and went after it, which is fair enough. Thakur has bowled it cross-seam, and it seems to have hit the smooth leather and skidded on, taking the bottom edge"
4.2,"Thakur to Gill, 1 wide","slower ball, wide down the leg side"
4.1,"Thakur to Gill, no run","short of a length, outside off, and he has hit this too well to be taking a single to mid-off"
3.6,"Sam Curran to Tripathi, FOUR runs","Tripathi is loving this promotion. The fields are up, and he is swinging selflessly at the ball. Clears mid-off this time"
3.5,"Sam Curran to Tripathi, no run",misses out on a full toss outside off. Ends up swinging inside its line
3.4,"Sam Curran to Gill, 1 run","on a length, around off, cutting away, pushed in front of point for another single"
3.3,"Sam Curran to Tripathi, 1 run","short of a length, on off, pushed in front of point for one"
3.2,"Sam Curran to Tripathi, FOUR runs","pitched outside leg, fine leg is up, and all he needs is some bat on it. He gets inside the line, and guides it to the fence"
3.1,"Sam Curran to Gill, 1 run","offcutter, on a length, around off, dropped into the covers for one"
2.6,"Chahar to Tripathi, FOUR runs","short ball, angling into him, with short fine leg up, and Tripathi knows he doesn't need to nail the hook. He just helps it along over the fielder's head"
2.5,"Chahar to Tripathi, FOUR runs",and Tripathi now slogs. That is what made him a good opener for RPS. Selfless slogging. Gets enough on this length ball to clear the infield. Thakur gives it chase and puts in a big dive but the third umpire rules he is in touch with the ball when his knee makes contact with the rope
2.4,"Chahar to Gill, 1 run","on a length, wicket to wicket, pushed to mid-on for one"
2.3,"Chahar to Gill, FOUR runs","short at gentle pace, and pulled away over midwicket for four"
2.2,"Chahar to Tripathi, 1 run","Jadeja misses again. This time at the non-striker's. Again he gets a good bounce, and again Tripathi is short. He has started off the back foot, and has had to run around Chahar, but he is lucky again. Jadeja doesn't usually miss two out of two"
2.1,"Chahar to Gill, 1 run","inswinger, strays to leg, clipped away for one"
1.6,"Sam Curran to Gill, 1 run","Jadeja misses. He is tight at point, gets a good bounce, and the batsmen have absent-mindedly set off for a single. In the end, Tripathi is left to put in a dive, which is not enough if Jadeja hits. On this rare occasion, Jadeja misses"
1.5,"Sam Curran to Tripathi, 1 leg bye","inswinger, down the leg side, concedes a leg-bye"
1.4,"Sam Curran to Tripathi, no run","stays on a length, swings back in, defended back to him"
1.3,"Sam Curran to Tripathi, no run","some seam away from around leg, after pitching on a length. Squares him up a touch"
1.2,"Sam Curran to Gill, 1 run","on a length, outside off, pushed to mid-off for one"
1.1,"Sam Curran to Gill, no run","Curran is very lucky here. Bowls a plum half-volley, Gill plays a lovely straight drive, but just too straight and into the wicket at the non-striker's end. The ricochet goes straight to mid-off"
0.6,"Chahar to Tripathi, no run","wide inswinger, shapes back in a touch to end up within the wide line. Left alone"
0.5,"Chahar to Gill, 1 run","down the wicket, Chahar bowls an inswinger, he pushes this to mid-off and charges off for a single that he makes easily despite the direct hit"
0.4,"Chahar to Gill, no run","outswinger, on a length, just outside off, pushed to cover"
0.3,"Chahar to Tripathi, 1 run","on a length, outside off, swinging away, steered to square third man"
0.2,"Chahar to Tripathi, no run","half-volley outside off, driven hard, but straight to cover"
0.1,"Chahar to Tripathi, FOUR runs","starts down the leg side again, and this time Tripathi tickles it away for four. A welcome drink for Tripathi at the top of the order"
0.1,"Chahar to Tripathi, 1 wide",big wide down the leg side. He goes slightly round arm with this
18.1,"Pattinson to Rajpoot, OUT","taken at extra cover. Short of a length, just outside off, looks to slash that into the off side and it comes off the high part of the bat and floats up for Rohit who leaps and holds on easily"
17.6,"Bumrah to Archer, OUT","straight to Pollard at long-on. Low full toss at the stumps, mistimes the slog, Pollard takes it without having to move. Best figures of the season for a bowler. It's also his first four-for in T20s"
17.5,"Bumrah to Archer, FOUR runs","swatted wide of long-on again! Short ball at off, drags it with a pull right off the middle"
17.4,"Bumrah to Archer, 2 runs","bouncer at off stump, takes his eyes off that and swats it to deep midwicket's right"
17.3,"Bumrah to Archer, FOUR runs","low full toss on leg stump, stands tall and whips that to long-on's right"
17.2,"Bumrah to Rajpoot, 1 run","full toss headed for the top of off. Backs away and looks to punch that through the off side. Outside edge stopped on the half-volley by QDK, to his right"
17.1,"Bumrah to Archer, 1 run","full at off stump, drives firmly to long-off"
16.6,"Boult to Archer, 1 run","full on leg stump, looks for the flick, gets a leading edge towards sweeper cover"
16.5,"Boult to Rajpoot, 1 run","good length outside off, sliced to sweeper's left"
16.4,"Boult to Rajpoot, no run","full on off stump, patted out to mid-off on the front foot"
16.3,"Boult to Archer, 1 run","full on off stump, squeezed down to long-off"
16.2,"Boult to Archer, SIX runs",just over deep midwicket. Slower short ball and a nice swinging height for Jofra on the pull
16.1,"Boult to Archer, no run","yorker outside off, beaten on the slash"
15.6,"Bumrah to Rajpoot, no run","yorker at leg stump, stabbed out to mid-on"
15.5,"Bumrah to Gopal, OUT","taken behind. That rose up at Gopal, and then it rose up at QDK too. Some fire in that delivery. Short of a length, just outside off. Looks to stab it down to third man and gets the outside edge. QDK is let's say woken up by that one, to his right"
15.4,"Bumrah to Archer, 1 run","yorker at off stump, pushed to sweeper cover"
15.3,"Bumrah to Gopal, 1 run","short and just outside off, runs it to third man's right"
15.2,"Bumrah to Tewatia, OUT","nails another yorker and that's deflected onto the stumps off his back leg. Got the front leg out of the way and tried to whip it leg side, but that was too good for him"
15.1,"Bumrah to Tewatia, no run","yorker at middle stump, squeezed out to midwicket"
14.6,"Pollard to Archer, FOUR runs","swatted to long-off's right, first ball. Slower ball, short and wide outside off, Back leg well into the off side as he lines this up and brings a hammer at it. Flat and one bounce over the line"
14.5,"Pollard to Tewatia, 1 run","slower ball outside off, cut to sweeper cover"
14.4,"Pollard to Tom Curran, OUT","taken for deep midwicket. Slower short ball just outside off, can't clear the ground with his attempted lofted pull. Midiwcket jogs to the left to take that"
14.3,"Pollard to Tom Curran, 2 runs","short and into the hips, pulled to deep square's right"
14.2,"Pollard to Tom Curran, no run","slower short ball, he's beaten on the pull and can't believe that's not a wide"
14.1,"Pollard to Tom Curran, FOUR runs","full and wide outside off, sliced over point. Was looking to go straighter than that but it's enough"
13.6,"Pattinson to Tewatia, FOUR runs","oh smoothly lofted over mid-off. Overpitched and wide outside off, just goes with the angle, uses the pace, and connects perfectly on this drive"
13.5,"Pattinson to Tewatia, no run","short and just outside off, mistimed cut to extra cover"
13.4,"Pattinson to Tewatia, no run",bouncer gets too big for him to get that upper cut away
13.3,"Pattinson to Buttler, OUT","sensational Pollard! Seems to give us one of these every year. Full and in at leg stump, lines it up and wants to club that over long-on. Makes decent connection, but little elevation on that. Well, too little when it's Pollard anyway. A couple of strides to his left,  and then he jumps up and reaches for that with his right palm. The ball clatters into his forearm, it appears, and threatens to drop to the ground. But after all that he's done up to that point, he's still alive to it and recovers to get his hands in position and hold on low to his left. A special catch to end a special innings. Grins sheepishly at his dugout behind him"
13.2,"Pattinson to Tom Curran, 1 run","slower short ball outside off, pulled to deep midwicket"
13.1,"Pattinson to Tom Curran, no run","short of a good length outside off, gets down for the ramp, improvises for the reverse-ramp and misses completely. QDK leaps to his right to stop that"
12.6,"Pollard to Tom Curran, 1 run","good length outside off, mistimed slog down to long-on"
12.5,"Pollard to Buttler, 1 run","slower ball, short of a good length and into off stump. Punched to long-off"
12.4,"Pollard to Buttler, no run","inside edge onto pad. In the slot, just outside off. Was through that slog a little early"
12.3,"Pollard to Buttler, FOUR runs","dragged to deep square's left. Slower short ball at middle stump, waits again and pulls aerially to find the boundary"
12.2,"Pollard to Buttler, SIX runs","clears long-on. Slower ball, dipping at a good length outside off. Buttler waits and watches and then thwack. To long-on's left"
12.1,"Pollard to Tom Curran, 1 run","good length and into the pads, flicked to deep square's left"
11.6,"Krunal to Tom Curran, 1 run","short and into the hips, mistimed pull to long-on's right"
11.5,"Krunal to Buttler, 1 run","low full toss outside off, driven to long-off's left"
11.4,"Krunal to Buttler, no run",low full toss fired wide outside off as he walks into the leg side. Beaten as he can't reach that
11.3,"Krunal to Tom Curran, 1 run","good length at off, steps out and punches to long-off"
11.2,"Krunal to Buttler, 1 run","fires the yorker in at leg stump, jammed down to long-on"
11.1,"Krunal to Buttler, SIX runs","is this on? Buttler is, for sure. Short of a good length, angled into him as he walks into the leg side, and he uses the angle to swipe yet another one over the leg side. 87 metres in the direction of midwicket"
10.6,"Chahar to Buttler, 1 run","full outside off, dragged down to long-on with a swipe"
10.5,"Chahar to Buttler, SIX runs",sends it over long-on! That's fifty. Singlehandedly keeping them alive tonight. Chahar goes diagonal run-up again and loses his bearings. Drops this wayyyyy too short outside off and it's a clean swing with the pull
10.4,"Chahar to Tom Curran, 1 run","full on middle, mistimed slog off the inside half to deep midwicket"
10.3,"Chahar to Buttler, 1 run","short and wide outside off, laced on the up to sweeper"
10.2,"Chahar to Tom Curran, 1 run","length outside off, chopped to sweeper cover"
10.2,"Chahar to Tom Curran, 1 wide","would have been a brilliant stumping but Curran survives. Short ball down leg side as he spots Chahar jumping down the pitch. QDK does brilliantly to pluck this down leg side and then try and flick it onto the stumps, but he misses"
10.1,"Chahar to Tom Curran, no run",good length and pushed through at leg stump. Tapped back down the pitch
9.6,"Krunal to Buttler, no run","full and in at middle, driven to extra cover"
9.5,"Krunal to Buttler, SIX runs",slapped over the extra cover boundary. It's short and it's low and wide outside off. But there's a lot of time. He puts the front leg out and slaps it with the turn
9.4,"Krunal to Tom Curran, 1 run","good length outside off, steps out and drives to long-off's left"
9.3,"Krunal to Buttler, 1 run",good length and staying low at leg stump. Flicked to deep square's left
9.2,"Krunal to Buttler, 2 runs","good length and wide outside off, slashed on the up to sweeper's left"
9.1,"Krunal to Buttler, 2 runs","short and into the hips, flicked to deep square off the back foot"
8.6,"Chahar to Buttler, 1 run","short and just outside off, punched to long-off off the back foot"
8.5,"Chahar to Tom Curran, 1 run","good length on leg stump, tapped into the leg side with soft hands"
8.4,"Chahar to Tom Curran, no run","just short of extra cover. Good length ball tossed up outside off, slapped on the rise and taken on the half volley"
8.3,"Chahar to Buttler, 1 run","full on middle stump, drilled along the ground to deep midwicket"
8.2,"Chahar to Buttler, SIX runs","see ya. Dropped short, outside off, sitting right up and he pummels this over midwicket with a pull"
8.1,"Chahar to Lomror, OUT","incredible catch running backwards from extra cover! Looks like Anukul Roy, a sub. Full ball outside off, looks to heave leg side, gets a leading edge that's headed towards landing just past where mid-off might've been. He sprints backwards and to his left and pull out a full-length dive to hold on to that. Brilliant"
7.6,"Pattinson to Lomror, 1 leg bye","a plea for lbw from Pattinson! That pitched outside leg, surely? He's over the wicket. Lomror shuffles and catches this in front of middle as he looks for the glance. Rohit not convinced on the review"
7.5,"Pattinson to Buttler, 1 run","good length and into the pads, tickled down to fine leg"
7.4,"Pattinson to Buttler, 2 runs","slower length ball at leg stump, flicked to fine leg's left"
7.3,"Pattinson to Buttler, no run","good length and in at middle stump, backs away and punches to extra cover"
7.2,"Pattinson to Buttler, 2 runs","short at off stump, swiped to deep square's left along the ground"
7.1,"Pattinson to Lomror, 1 run",short and up at the helmet. Fends it awkwardly down to fine leg
6.6,"Chahar to Lomror, 1 run","good length on middle stump, pushes for the angle but that's off the inside edge to deep square"
6.5,"Chahar to Buttler, 1 run","short and wide outside off, cut to sweeper"
6.4,"Chahar to Buttler, no run","short of a good length, skidding onto the pad as he looks to glance"
6.3,"Chahar to Buttler, no run",beaten in flight but manages to cover this with the body and jab to extra cover. Good length ball sliding away outside off
6.2,"Chahar to Buttler, no run","full at middle stump, drags the reverse sweep straight to backward point"
6.1,"Chahar to Buttler, 2 runs","full outside off, reverse sweep to backward point's left. Kishan with a dive there but not a clean stop"
5.6,"Pattinson to Buttler, 1 run","full and into the pads, flicked to deep square"
5.5,"Pattinson to Buttler, no run",beaten. Good length and just outside off. Drives on the up and from inside the line of that
5.4,"Pattinson to Lomror, 1 run","good length and just outside off, dropped into the off side with soft hands"
5.3,"Pattinson to Lomror, no run","good length and just outside off, defended into the covers"
5.2,"Pattinson to Lomror, FOUR runs","shot! Nice balance on that from Lomror. Short and just outside off, got his head right on top of the bounce and elegantly punched through the covers"
5.1,"Pattinson to Lomror, 2 runs","short and wide across off stump, opens the face and gets it through to third man. Backward point got a bad bounce"
4.6,"Boult to Lomror, 1 run","short of a good length outside off, tucked to deep square's right off the back foot"
4.5,"Boult to Buttler, 1 run","slower short ball at leg stump, tickles it very fine. Fine leg is very fine. A Buttler specific fine leg"
4.4,"Boult to Buttler, FOUR runs","beats short third to the right. Good length and just outside off, waits on that, opens the face at the perfect moment and splits the two fielders behind square on the off side"
4.3,"Boult to Lomror, 1 run","short and just outside off, mistimed pull past the non-striker"
4.2,"Boult to Lomror, no run",beaten. Good length and skidding past the outside edge as he opens the face too soon
4.1,"Boult to Lomror, no run","good length and just outside off, punched to point off the back foot"
3.6,"Bumrah to Buttler, no run","short and in at off stump, punched back down the pitch"
3.5,"Bumrah to Buttler, no run","beaten. Short of a good length angled in, straightens off the pitch and beat the back foot punch"
3.4,"Bumrah to Buttler, FOUR runs","overpitched on leg stump, waits on that and times it beautifully to mid-on's right. Lovely hands"
3.3,"Bumrah to Buttler, no run",how'd that miss off stump! Oh boy. That was a yorker angled and was continuing to move in with that angle. Buttler was looking to carve through the covers
3.2,"Bumrah to Buttler, no run","good length and in at the corridor, pushed to mid-on with the angle"
3.1,"Bumrah to Buttler, no run","good length and in at off stump, punched on the rise to mid-off"
2.6,"Boult to Lomror, no run","short and just outside off, defended off the back foot"
2.5,"Boult to Samson, OUT","taken at mid-on. Oh boy, it's a familiar script for Rajasthan. Short ball, up at the ribs and angled across off stump. He's cramped on the pull, gets in a poor position for it and slices it up for mid-on. It's long been a way to get Sanju out and it  works on the night"
2.4,"Boult to Buttler, 1 run","full outside off, driven to mid-off"
2.3,"Boult to Buttler, no run","lifts over the stumps. Good length on middle stump, walks into the off side to try and ramp that"
2.2,"Boult to Buttler, no run",good length and just outside off. Defeneded from the crease
2.1,"Boult to Buttler, FOUR runs","shot. Short and wide outside off him, 140kph. There are three fielders in the covers and he's slapped it between two of them"
1.6,"Bumrah to Samson, no run",appeal for catch behind as Bumrah cuts through him. Mumbai don't review the not-out decisions. Short of a good length and cramping him at the thigh. It's gone through to the keeper off the thigh guard
1.5,"Bumrah to Samson, no run","short of a length in the corridor, defended into the covers"
1.4,"Bumrah to Smith, OUT","taken low to the left by the keeper. Smith's inexplicable powerplay batting decisions continue. It's astounding how he's thrown it away the last three matches. This is a good length ball outside off, slanted into him. He's had a big big swipe across the line without moving his feet and the inside edge is taken. A wild swipe and he nearly fell into the off side at the end of that"
1.3,"Bumrah to Buttler, 1 run","good length and rising up at middle stump. He's off his feet trying to flick this, cops it on the thigh"
1.2,"Bumrah to Smith, 1 run","good length and just outside off, punched to mid-off's right"
1.1,"Bumrah to Smith, no run","good length and angled into the corridor, shuffles and flicks straight to square leg"
0.6,"Boult to Smith, 1 run","good length and just outside off, dropped into the covers with soft hands"
0.5,"Boult to Smith, no run","full inswinger at off stump, driven to mid-off"
0.4,"Boult to Smith, FOUR runs","whipped away! Outrageous. Short ball outside off, drops his weight into the off side and uses his wrists to get this behind square"
0.3,"Boult to Smith, no run","good length and swung in at off stump, punched back at the bowler off the back foot"
0.2,"Boult to Jaiswal, OUT","not a successful return for Jaiswal. It's short of a good length, it's curving away from him outside off. He hangs leg side of it and has a swish at it. A thin edge taken comfortably"
0.1,"Boult to Jaiswal, no run","good length on middle stump, shuffles and tucks this to midwicket from the crease"
19.6,"Rajpoot to Pandya, 1 run","low full toss on middle stump, mistimed drive to long-on's right and Hardik slips at the other end so they can't come back for the second"
19.5,"Rajpoot to Pandya, SIX runs","mistimed and dragged over long-on. That's another friendly full toss from Rajpoot. Thigh height at off stump, he slices the attempted slow but that's enough"
19.4,"Rajpoot to Yadav, 1 run","slower full ball dipping outside off, swiped into midwicket region off the low part of the bat"
19.3,"Rajpoot to Yadav, FOUR runs","ramped over short fine again. Low full toss outside off, skips into the line and it's easy work for him from there"
19.2,"Rajpoot to Pandya, 1 run","in the slot and wide outside off, but he doesn't get close to that as his feet are rooted. Mistimed off the inside half to long-on"
19.2,"Rajpoot to Pandya, (no ball) 2 runs","yorker outside off, mistimed drive to long-off and that allows them the second. SKY comes back and puts in a dive too, in case the doctors are still looking at his coordination. The siren has gone off, by the way. He has overstepped"
19.1,"Rajpoot to Yadav, 1 run","low full toss outside off, looks to drill through the covers but it trickles into the leg side off the toe-end"
18.6,"Archer to Yadav, 1 run","short of a good length outside off, walks into the line again and swipes to fine leg's left"
18.5,"Archer to Yadav, SIX runs","oh wow! Wow. Unreal. The cojones on this guy. Walks into a bouncer head first, but is still looking for the boundary behind the wicket next ball. He squats as a full ball lands just outside off, and then opens the face to lift this over well, the first slip region. And it goes all the way"
18.4,"Archer to Yadav, no run","now SKY is hit on the helmet and looks out of sorts. It was a slower bouncer outside off and he walked into it. That hit him on the badge. And it rung immediately. He's on his feet. But seemed disoriented immediately. It was a knuckle ball and from Jofra, even that can do damage. But it looks like he's passed whatever test they were giving him. A nod to the doctors and the helmet is back on"
18.3,"Archer to Pandya, 1 run","full outside off, opens the face and sliced to sweeper cover"
18.2,"Archer to Pandya, no run","beaten. Slower ball at a good length, wide outside off, has a swish at that"
18.1,"Archer to Pandya, 2 runs","full and low at the stumps, drilled to long-on's left"
18.1,"Archer to Pandya, (no ball) 4 byes","oh well done getting out of the way. That. Was. Scary. Absolutely terrifying  - a beamer from Jofra headed straight for Hardik's head. He just manages to get under that. It was 152kph. It's got everyone, including Buttler. Snuck under him. Holds up his hands in apology"
17.6,"Tom Curran to Yadav, FOUR runs","and now he lifts it over short fine! Savvy batting, this. Expected a shorter length and was fed with a slower short ball outside off, much like the one he got from Jofra, last ball of the last over. Dropped his right shoulder and ramped this"
17.5,"Tom Curran to Yadav, SIX runs","whew, clean! Nice anticipation of the yorker and even better execution of the sweep. Low full outside off, he's down, nearly both knees on the floor and lifts it over square leg who was in the circle"
17.4,"Tom Curran to Pandya, 1 run",dropped. Curran foxes Hardik with a slower short ball outside off. He slices the attempted pull and it hangs up in the short midwicket area. Somehow Curran ends up getting too far ahead of this and is reaching backwards and to his right
17.3,"Tom Curran to Pandya, 2 runs","yorker nailed at middle stump, can't do more than jam this to deep midwicket"
17.2,"Tom Curran to Pandya, FOUR runs","just manages to beat sweeper to his right. Low full toss outside off, stands upright, opens the face and gets it over extra cover"
17.1,"Tom Curran to Pandya, 2 runs","low full toss just outside off, shuffled and drills to deep midwicket"
16.6,"Archer to Yadav, FOUR runs","and that's a reply and a half! SKY is elated with that. It's a knuckle ball, short and outside off. He backs into the leg side, stays more upright this time and manages to swipe that over short fine"
16.5,"Archer to Yadav, no run","quickly past his attempted ramp. That ball has a chuckle at SKY as he's down on one knee. It was short and sailed over him, outside off"
16.4,"Archer to Yadav, no run","yorker just outside off, exposes the stumps to try and carve that. Can only get it to backward point on the bounce. A 151.9kph yorker that one"
16.3,"Archer to Pandya, 1 run","short and cramping him up at middle, punched to long-on off the back foot"
16.2,"Archer to Pandya, no run",short of a good length and quick in the corridor. Hurriedly punched back to the bowler
16.1,"Archer to Pandya, FOUR runs","past mid-off. It's hard to tell if that was a miscued shot or just one he was looking to connect on, whichever direction. Slower ball, short of a good length outside off, it's a half-cut, half-punch off the back foot and it's between bowler and fielder"
15.6,"Tom Curran to Pandya, 1 run","slower short ball outside off, subdued pull out to deep midwicket's right"
15.5,"Tom Curran to Yadav, 1 run","slower short ball outside off, pulled to long-on"
15.4,"Tom Curran to Yadav, no run","half a run-out chance at the non-striker's. Good length outside off, punched to extra cover's left. Hardik sent back and might have made it even if Smith's throw was collected"
15.3,"Tom Curran to Pandya, 1 run","full on middle stump, drilled to long-on"
15.2,"Tom Curran to Yadav, 1 run","slower short ball at middle, pulled to deep square"
15.1,"Tom Curran to Yadav, FOUR runs",past the keeper first and then short third. God that must be annoying as a fielding team but it is expertly done and he has a fifty. He's kept his scoring rate up even as wickets fall around. Allows this legcutter to come on in the corridor and stabs it late
14.6,"Kartik Tyagi to Yadav, 1 run","yorker outside off, gets low and guides this to third man's left"
14.5,"Kartik Tyagi to Yadav, 2 runs","good length outside off, neatly punched to sweeper's right"
14.4,"Kartik Tyagi to Yadav, 2 runs","misfield at extra cover. Good length outside off, punched sweetly off the middle and it's slipped through from under the fielder"
14.3,"Kartik Tyagi to Pandya, 1 run","short and wide outside off, cut firmly to sweeper cover"
14.2,"Kartik Tyagi to Pandya, no run","good length and in at off stump, 138kph. Punched back to the bowler on the rise"
14.2,"Kartik Tyagi to Pandya, 1 wide","bouncer, wide outside off. Too short and sailing over his head"
14.1,"Kartik Tyagi to Yadav, 1 run","slower short ball, wide outside off. Backs away and chops to sweeper cover"
13.6,"Archer to Krunal, OUT","taken at midwicket. You can almost see this coming when Krunal is up against elite pace. Short and at his ribs and he gets in poor positions, and that's what's happened. Pinned right back, trying to pivot on his back toe, with the front leg in the air. Can't get a horizontal bat at this, just ends up shoveling awkwardly to the fielder on the circle"
13.5,"Archer to Krunal, no run","beaten on the drive this time. A slower ball, good length and outside off. Was looking to go aerial and through the line, over mid-off. It was a knuckle ball"
13.4,"Archer to Krunal, no run","past the hook. Short and steep and fast at middle stump, he's not close to making connection"
13.3,"Archer to Yadav, 1 run",another short legcutter as SKY backs into the leg side to use his pace for the slash. Late cut down to third man
13.2,"Archer to Yadav, no run","legcutter, short and at middle stump. Backs away to try and open up the point region. Checks his cut to the fielder"
13.1,"Archer to Krunal, 1 run","good length at middle stump, deep in the crease to tap this into the leg side"
12.6,"Tewatia to Krunal, 1 run","googly, short and wide outside off. Under-edge on the attempted cut"
12.5,"Tewatia to Yadav, 1 run","full outside off, big stride out to flick to deep midwicket's right"
12.4,"Tewatia to Krunal, 1 run",short and across him outside off. Cut to sweeper cover
12.3,"Tewatia to Yadav, 1 run","good length at middle, steps out and drills to long-on"
12.2,"Tewatia to Krunal, 1 run","leading edge down to long-off as he looks to whip this googly from outside off, off the back foot"
12.1,"Tewatia to Krunal, SIX runs",launched over the bowler's head. Good length delivery angled into his swinging arc and he's quicky down on a knee to lift this
11.6,"Gopal to Krunal, 1 run","googly, full on leg stump, well forward to drive to long-on"
11.5,"Gopal to Krunal, no run","googly, short and wide outside off. Beaten on the cut"
11.4,"Gopal to Yadav, 1 run","googly, good length and into leg stump. Flicked to deep midwicket"
11.3,"Gopal to Yadav, 2 runs","crashed to sweeper's right. Front-of-the-hand overpitched ball, wide outside off. Goes inside-out"
11.2,"Gopal to Yadav, FOUR runs","spanked past extra cover! Short and just outside off, goes the other way this time - deep in the crease - and hits it aerially and to sweeper's right"
11.1,"Gopal to Yadav, FOUR runs","sweetly placed. Good length and a legbreak outside off. He gets well outside the line of that and sweeps so perfectly, all along the floor with a big stride. There's no one at long leg"
10.6,"Tewatia to Krunal, no run","short of a length, sliding into the corridor. Chopped to backward point"
10.5,"Tewatia to Krunal, no run",appeal for lbw turned as he's struck in front of leg. That was spinning in and might taken an inside edge too as he looked to defend
10.4,"Tewatia to Yadav, 1 run",good length and sliding onto leg stump. Punched to midwicket off the back foot
10.3,"Tewatia to Krunal, 1 run","low full toss on leg stump, punched along the floor to long-on"
10.2,"Tewatia to Krunal, no run","googly, short of a good length and just outside off. Opens the face and gets it to short third"
10.1,"Tewatia to Krunal, no run","short of a good length, just outside off. Sliding across off stump. Chopped to backward point"
9.6,"Gopal to Krunal, 1 leg bye","full on leg stump, looks to sweep, deflected to long leg off the pad"
9.5,"Gopal to Krunal, no run",falls short of the bowler. Good length and dipping outside off. Pokes with hard hands
9.4,"Gopal to Yadav, 1 run","good length and just outside off, punched to sweeper cover off the back foot"
9.3,"Gopal to Yadav, no run","good length, tossed right up at off. Watchfully defended on the front foot"
9.2,"Gopal to Ishan, OUT","taken at extra cover! Oh boy, Ishan Kishan. For all the other goodness he gives you, he has a bit of misadventure too. That's what this is. Gopal back to the regulation legbreak again, tossed right up outside off. Kishan wants to pump him over the leg side first up but loses shape, slices it up for Samson to take to his right"
9.1,"Gopal to Rohit Sharma, OUT","lofted straight to long-on. Looks like a regulation legbreak, flighted and dipping. Didn't bowl one of these in his last over. Rewarded immediately in this one. Rohit steps out and doesn't make the pitch of this. Wants to lift it straight but he's having to reach out and it's taken well within the boundary"
8.6,"Kartik Tyagi to Yadav, FOUR runs","thick edge past the keeper. Short outside off, 141kph, has the room for the slash and that's what he does. More third man runs"
8.5,"Kartik Tyagi to Yadav, no run","three dots in a row. Once again, SKY backing too far into the leg side. This is short and wide and he gets an under-edge to Buttler on the cut"
8.4,"Kartik Tyagi to Yadav, no run","good length offcutter, wide outside off. Makes too much room and can only get this square drive as far as backward point"
8.3,"Kartik Tyagi to Yadav, no run",yorker and just outside off. Jammed into the pitch
8.2,"Kartik Tyagi to Yadav, FOUR runs","oh lovely. Short and in the corridor, stays firmly planted this time and allows it right under his eye before nudging it through the cordon region. The other side of third man this time"
8.1,"Kartik Tyagi to Yadav, FOUR runs","short and wide outside off, dances leg side of it and then jabs at it. Almost got a little to far from that, but managed to get the chop in, with bottom hand coming off. Wide of third man"
7.6,"Gopal to Rohit Sharma, no run","googly, full and outside off. Leans in and pushes it back to the bowler"
7.5,"Gopal to Rohit Sharma, no run","googly, short and into off stump. Cut straight to backward point"
