match_no,batting_team,batting_side,overs,runs,"bowler_to_batsman, runs",commentary
7,SL,2,18.5,0,"Naveen-ul-Haq to Hasaranga de Silva, no run","short and wide, but cut straight to point. No run!"
7,SL,2,18.6,0,"Naveen-ul-Haq to Hasaranga de Silva, no run","Another run out chance! Direct hit and he would have been miles gone. Hasaranga digs out this attempted yorker to extra cover and wants to steal the single. Chamika sends him back, and the throw is at the striker's end. Hit and he was gone!"
7,SL,2,19.1,4,"Fazalhaq Farooqi to C Karunaratne, FOUR runs","Wide full toss, driven high over mid-off! And Sri Lanka complete an impressive chase!"
7,AFG,1,0.1,0,"Theekshana to Hazratullah Zazai, no run","mystery spinner coming around the stumps, with one slip. Half-tracker on off and skidding into middle. Clipped a bit uncomfortably to the leg side"
7,AFG,1,0.2,4,"Theekshana to Hazratullah Zazai, FOUR runs","here we go! Width offered, a bit full outside off. Turning away and Zazai leans forward and creams a drive over mid off's right! Not much footwork, but when you time it like that, you don't need to do much."
7,AFG,1,0.3,1,"Theekshana to Hazratullah Zazai, 1 run","length ball, just outside off. Zazai again offers minimal footwork in his cut, and gets it to the left of point. Dive ensures it is just one. Nissanka the fielder"
7,AFG,1,0.4,1,"Theekshana to Rahmanullah, 1 run",off the mark. Over the stumps outside off and caressed to cover for a quick single. Direct hit could've been trouble though!
7,AFG,1,0.5,1,"Theekshana to Hazratullah Zazai, 1 run",fullish ball on off stump. Tapped to long on for a jogging single off the back foot. This one skid into his pads
7,AFG,1,0.6,0,"Theekshana to Rahmanullah, no run",even stevens after the first over. Neither side would be too disappointed. A fullish ball just outside off and turning into off. Punched back to the bowler
7,AFG,1,1.1,4,"Asitha Fernando to Hazratullah Zazai, FOUR runs","outside edge! Keeper dives! But just past him! Short of length on middle, and angling slightly across Zazai. He looks to poke at it, and that would've been gobbled up by first slip, had one been there."
7,AFG,1,1.2,0,"Asitha Fernando to Hazratullah Zazai, no run",full on off stump. Brings the bat down to fend a shot to the off side off
7,AFG,1,1.3,0,"Asitha Fernando to Hazratullah Zazai, no run",good length ball originating around leg stump but angling across to off. Pushed square to point off the back foot
7,AFG,1,1.4,0,"Asitha Fernando to Hazratullah Zazai, no run","it has been a tidy over so far. Good length on leg and middle, and Zazai is losing his patience. Tries to swipe it across the line but the delivery goes under his bat and flies just past off stump"
7,AFG,1,1.5,0,"Asitha Fernando to Hazratullah Zazai, no run","fullish on off, and stays low while angling away. Zazai looks to cut, but he plays it with the expectation that it would bounce more. Through to the keeper on the half volley"
7,AFG,1,1.6,0,"Asitha Fernando to Hazratullah Zazai, no run","now that's a solid over from Fernando. Five dots after a four that on another day could've been a wicket. Length ball on off, and cut to point. No chance of a run."
7,AFG,1,2.1,1,"Theekshana to Rahmanullah, 1 run","one slip. Full outside leg with Gurbaz backing away to make some room. Bowler follows him, and therefore he taps it down to mid on"
7,AFG,1,2.2,1,"Theekshana to Hazratullah Zazai, 1 run",around the stumps. Good length ball on off and coming into him. Worked off his waist to square leg for a single
7,AFG,1,2.3,0,"Theekshana to Rahmanullah, no run",makes room before the ball is delivered. Theekshana ends up delivering a length ball on leg and angling into the batter. Punched back
7,AFG,1,2.4,6,"Theekshana to Rahmanullah, SIX runs","the crowd's on its feet! And what a shot to get the Afghan fans roaring. Full just outside off. Gurbaz gets low, down on one knee, and plays the slog sweep over the cow-corner region!"
7,AFG,1,2.5,6,"Theekshana to Rahmanullah, SIX runs","Theekshana has the last laugh! Or does he? Gurbaz tries to repeat it, but he can only get the height. Theekshana bowls a carrom ball just outside off, and Gurbaz tries to loft him over his head. But he's through the shot too early, it has come off the toe-end too, and Gunathilaka runs to his left from long off to take a reverse-cup catch. But wait, drama time! Gurbaz is waiting near the boundary line because it appears like the fielder's foot may be touching the boundary skirting here. Suspense.... And oooooo, Gurbaz gets a massive reprieve! Gunathilaka stepped on the skirting while trying to settle for the catch, and the umpire says that's half a dozen more!"
7,AFG,1,2.6,1,"Theekshana to Rahmanullah, 1 run","full on off. Presses forward, pushes to cover's left and takes off for a single."
7,AFG,1,3.1,6,"Asitha Fernando to Rahmanullah, SIX runs",Gurbaz-ball! Asitha bowls short around off. Gurbaz swivels and deposits a pull over deep square leg! Got inside the line with a swift shuffle that took him across the stumps.
7,AFG,1,3.2,2,"Asitha Fernando to Rahmanullah, 2 runs","full on middle, and clipped smartly off his toes to deep midwicket. Long on has to run to his right and cut it off"
7,AFG,1,3.3,4,"Asitha Fernando to Rahmanullah, FOUR runs","takes pace off, but ends up bowling it quite wide. Gurbaz is seeing these balls like watermelons and ends up scything a cut through cover point after moving towards the ball."
7,AFG,1,3.4,1,"Asitha Fernando to Rahmanullah, 1 run",Fullish just outside off. Forward defense to cover for a single
7,AFG,1,3.5,0,"Asitha Fernando to Hazratullah Zazai, no run",fullish on off stump. Punchy shot to cover's right for a single. Diving effort ensures the ball doesn't clear the infield
7,AFG,1,3.6,1,"Asitha Fernando to Hazratullah Zazai, 1 run",drops just short of the keeper! Length ball on a fourth-stump line and too close to Zazai for the cut. But he attempts it anyway and it takes an inside edge but falls in front of the keeper diving to his right. Hits the glove and rolls away to short fine leg
7,AFG,1,4.1,0,"Madushanka to Hazratullah Zazai, no run","another edge - off the bat's bottom and falls just short of the keeper again! Looks to clip this length ball angling in, but the ball stays a bit low, takes the edge, and the keeper dives to his right to ensure he can stop it"
7,AFG,1,4.2,1lb,"Madushanka to Hazratullah Zazai, 1 leg bye","Zazai quite scratchy. Another length ball on off and Zazai looks to clip it leg-side. Off the bat's face, goes over leg stump, and towards short fine"
7,AFG,1,4.3,4,"Madushanka to Rahmanullah, FOUR runs","pierced! Good length ball on off. Bit of angle across the right-hand batter. Gurbaz stays on the back foot, pokes at it with the bat's open face, and sends it through the gap between short third and the diving backward point fielder"
7,AFG,1,4.4,1,"Madushanka to Rahmanullah, 1 run","full ball just outside off. Mows a mistimed shot to mid-on, and they scurry across for one"
7,AFG,1,4.5,W,"Madushanka to Hazratullah Zazai, OUT","off stump pegged back! You felt like something was gonna give - either a boundary or a wicket, and it is the latter. Back of a length outside off and angling into off stump. Ball stays a shade low with Zazai trying to slog across the line. He misses, Madushanka hits."
7,AFG,1,4.6,0,"Madushanka to Ibrahim Zadran, no run","one slip for the new man. Full outside off, plays the square drive, and wants the single. Hasaranga at cover point collects, has a shy at the batter's end after Zadran is turned down by Gurbaz, and he was gone had it been a direct-hit."
7,AFG,1,5.1,1,"Hasaranga de Silva to Rahmanullah, 1 run",googly to start off. Half-tracker outside off but sharp turn into middle stump. Gurbaz makes room and swipes it to midwicket
7,AFG,1,5.2,2,"Hasaranga de Silva to Ibrahim Zadran, 2 runs","good length on off, and the googly is punched off the back foot to deep cover for a couple. Goes deep in his crease before playing the shot"
7,AFG,1,5.3,0,"Hasaranga de Silva to Ibrahim Zadran, no run","full on off stump. Pushed to the bowler's left, and he scurries across the side pitches to slide and stop the single"
7,AFG,1,5.4,0,"Hasaranga de Silva to Ibrahim Zadran, no run","another googly. Length ball, just outside off and turning in. Punched to cover, where another tidy fielding effort stops the single"
7,AFG,1,5.5,0,"Hasaranga de Silva to Ibrahim Zadran, no run","fullish outside off. Skidding through. Punched to cover, the fielder throws it back to the keeper"
7,AFG,1,5.6,0,"Hasaranga de Silva to Ibrahim Zadran, no run","stays low Length ball just outside off. Zadran makes room to cut, but it goes under the blade, and the keeper fluffs it too. Collective groan from Hasaranga and the other infielders."
7,AFG,1,6.1,4,"Madushanka to Rahmanullah, FOUR runs","Team fifty in style! Off just 6.1 overs. Full ball on off. Gurbaz offers a compact defensive shot but ensured the bat's face is open. That allows him to make use of the left-hander's angle going across him, and that's too good for even short third to intercept!"
7,AFG,1,6.2,1,"Madushanka to Rahmanullah, 1 run",fullish on off. Guided to deep third for another single by keeping the bat's face open
7,AFG,1,6.3,1,"Madushanka to Ibrahim Zadran, 1 run","full outside off. Driven uppishly, not in control, but over the infield. Protection in the deep."
7,AFG,1,6.4,1,"Madushanka to Rahmanullah, 1 run","good length ball on off stump. Tap-and-run after sending the ball to point. Fielder runs in and tries an underhand throw to attempt a direct hit, but Zadran would've been safe."
7,AFG,1,6.5,4,"Madushanka to Ibrahim Zadran, FOUR runs","deft shot! Madushanka goes short, aimed at his body. Zadran sways away but brings the bat up, and plays a ramp over the keeper's head! Nabi clapping from the pavillion."
7,AFG,1,6.6,1,"Madushanka to Ibrahim Zadran, 1 run",full on middle stump. Driven past the bowler to long on. Madushanka couldn't get low in time to stop it.
7,AFG,1,7.1,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run","full ball just outside off. Googly stays low, and carefully punched off the back foot to long on"
7,AFG,1,7.2,0,"Hasaranga de Silva to Rahmanullah, no run","fullish, outside off. Turning away. Cut to cover, who moves to his right to stop the single"
7,AFG,1,7.3,6,"Hasaranga de Silva to Rahmanullah, SIX runs","takes the trump card on! Fullish on off. Gurbaz stretches forward, puts his back knee on the ground, and then hammers a slog sweep over deep midwicket."
7,AFG,1,7.4,1,"Hasaranga de Silva to Rahmanullah, 1 run",fullish just outside off and sharp turn into middle stump. Flicked off the back foot to midwicket
7,AFG,1,7.5,0,"Hasaranga de Silva to Ibrahim Zadran, no run","tossed up, outside off. Caresses a drive to cover before the ball could turn"
7,AFG,1,7.6,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run","overpitched, wider outside off. Googly cut to point and Zadran is slow to get off the blocks. Fielder at point has an aim at the bowler's end, but again no direct hit"
7,AFG,1,8.1,1,"C Karunaratne to Ibrahim Zadran, 1 run","length ball just outside off and angling into off stump. Punched to deep midwicket, and Gurbaz wants two, but Zadran raises his hand to say 'no'"
7,AFG,1,8.2,2,"C Karunaratne to Rahmanullah, 2 runs","back of a length, fourth-stump line. Tries to pull, mistimed in front of square, but the lack of pace off the bat actually helps Gurbaz. Scurries back for the second"
7,AFG,1,8.3,1,"C Karunaratne to Rahmanullah, 1 run",full on middle and leg. Clipped to deep square let and just like that.... he's got to fifty! Gets there in 22 balls. Gunathilaka must be hurting with every run that Gurbaz scores.
7,AFG,1,8.4,1,"C Karunaratne to Ibrahim Zadran, 1 run",length ball just outside off. Pulled to deep square leg for a single
7,AFG,1,8.5,1w,"C Karunaratne to Rahmanullah, 1 wide","full ball, just outside leg stump. Gurbaz gets low to try and sweep behind square but misses. No problem, Afghanistan get an extra run and the extra ball anyway."
7,AFG,1,8.5,0,"C Karunaratne to Rahmanullah, no run","back of a length outside off. Ball jags in sharply with Gurbaz attempting the pull. Ball goes under the blade to the keeper. Karunaratne is thinking there may be an under-edge. Shanaka checks with someone, and they review for caught behind after the appeal was turned down. Is this a desperate review because of the batter in question? Or was there some sound? The bottom-edge of the bat is awfully close to the ball, but UltraEdge shows a flat line. Review burned."
7,AFG,1,8.6,2,"C Karunaratne to Rahmanullah, 2 runs","back of a length ball on middle and leg. Looks to pull behind square, hits his arm, and rolls past short fine leg. Fielder Bhanuka gives it a chase, and pulls it back."
7,AFG,1,9.1,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run",good length ball on off. Googly is punched rather uppishly to long off
7,AFG,1,9.2,1,"Hasaranga de Silva to Rahmanullah, 1 run","tossed up, a bit wide outside off. The googly is slogged to deep square leg. But Gurbaz wasn't in control."
7,AFG,1,9.3,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run",full just outside off. Full face of the bat in his drive to long off
7,AFG,1,9.4,1,"Hasaranga de Silva to Rahmanullah, 1 run",full on off and the googly is driven to wide long on
7,AFG,1,9.5,0,"Hasaranga de Silva to Ibrahim Zadran, no run",full on off. Legbreak turns slightly across. Mistimed punch back to Hasaranga
7,AFG,1,9.6,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run","flatter ball, full on off. Punchy shot to wide long off. Hasaranga completes his third over and the umpires call for drinks"
7,AFG,1,10.1,1,"Shanaka to Ibrahim Zadran, 1 run","length on off, dabbed down to third man off the back foot for one"
7,AFG,1,10.2,1,"Shanaka to Rahmanullah, 1 run","fuller and quite wide of off, square drive into the covers"
7,AFG,1,10.3,1,"Shanaka to Ibrahim Zadran, 1 run","full length on the pads, worked towards deep midwicket for another easy single"
7,AFG,1,10.4,0,"Shanaka to Rahmanullah, no run","full outside off, and he shuffles across and goes for an audacious premeditated sweep. Doesn't connect how he would like though as the ball ends up near mid-off"
7,AFG,1,10.5,1,"Shanaka to Rahmanullah, 1 run","full again, this time driven more conventionally to mid-off for one"
7,AFG,1,10.6,2,"Shanaka to Ibrahim Zadran, 2 runs","length on the stumps, nudged softly towards midwicket, but with the men in the deep right on the boundary line the batters are able to scamper two comfortably"
7,AFG,1,11.1,1,"Madushanka to Rahmanullah, 1 run","back of a length on the pads, nudged in front of square on the onside for a couple"
7,AFG,1,11.2,1w,"Madushanka to Ibrahim Zadran, 1 wide","slower ball, but he can't control it. Slides down leg."
7,AFG,1,11.2,0,"Madushanka to Ibrahim Zadran, no run","beaten on the outside edge! First false shot in a while. This is back of a length, angling away outside off, and he looks to punch this through the covers but is beaten by some subtle movement"
7,AFG,1,11.3,1,"Madushanka to Ibrahim Zadran, 1 run",gets the back foot punch away this time in front of square on the offside
7,AFG,1,11.4,1w,"Madushanka to Rahmanullah, 1 wide","slower ball attempted, full outside leg. Dribbles away to the keeper"
7,AFG,1,11.4,0,"Madushanka to Rahmanullah, no run","change of pace. Full outside off, stays low, Gurbaz tries to drag a slog across the line. On the bounce to the keeper"
7,AFG,1,11.5,1,"Madushanka to Rahmanullah, 1 run","full ball outside off stump, and he plays the square drive to deep extra cover"
7,AFG,1,11.6,1,"Madushanka to Ibrahim Zadran, 1 run","full on his toes, and clipped to deep midwicket."
7,AFG,1,12.1,1,"Shanaka to Ibrahim Zadran, 1 run","full ball on middle, and he works it off his pads to deep midwicket. Fielder charges in to ensure that the batters don't consider a second run"
7,AFG,1,12.2,4,"Shanaka to Rahmanullah, FOUR runs","thick edge and teases short third before landing beyond him and running away for four. Full and wide this cutter, and Gurbaz loses his shape trying to loft it over the off side."
7,AFG,1,12.3,1w,"Shanaka to Rahmanullah, 1 wide","fullish, wider outside off and angling further away. No shot offered, wide run collected"
7,AFG,1,12.3,0,"Shanaka to Rahmanullah, no run",full ball just outside off. Gurbaz gives Shanaka a charge and tries to hammer a shot over mid on. But toe-ended to the bowler's left
7,AFG,1,12.4,2,"Shanaka to Rahmanullah, 2 runs","lands in no man's land as he swivels to slog this full ball over the square-leg umpire. Nobody at deep backward square, and the square-leg fielder runs near the boundary to pull the ball back"
7,AFG,1,12.5,6,"Shanaka to Rahmanullah, SIX runs","mistimed, but remember, Sharjah is tiny! Full ball, a bit wide outside off. Toe-ends the lofted drive, but he is arms are powerful enough to comfortably clear deep extra cover"
7,AFG,1,12.6,2,"Shanaka to Rahmanullah, 2 runs","short ball, outside off. Drags a pull to midwicket after the ball went high up into the night sky. But with the fielders on the boundary, he is very safe."
7,AFG,1,13.1,6,"C Karunaratne to Ibrahim Zadran, SIX runs","spanked down the ground! Zadran getting in on the act here, as he picks this up from a length and launches over a leaping long-on!"
7,AFG,1,13.2,1,"C Karunaratne to Ibrahim Zadran, 1 run","slower ball back of length, nurdled towards midwicket for one"
7,AFG,1,13.3,1,"C Karunaratne to Rahmanullah, 1 run","Another slower ball, wide outside off, back of a length, but it's pulled towards deep midwicket for one"
7,AFG,1,13.4,1,"C Karunaratne to Ibrahim Zadran, 1 run","takes the pace off once more, loopy on a length, driven hard towards cover, where Theekshana seems to have hurt himself fielding"
7,AFG,1,13.5,5w,"C Karunaratne to Rahmanullah, 5 wide","Oh dear, attempted yorker gone all wrong. This is beyond the blue line down leg, keeper and batter have no chance as this runs down to fine leg for four."
7,AFG,1,13.5,6,"C Karunaratne to Rahmanullah, SIX runs","Disdainful! Gurbaz just walks down down the ground, stands tall and flat bats this straight down the ground for six!"
7,AFG,1,13.6,1,"C Karunaratne to Rahmanullah, 1 run","slower ball on a length, dabbed towards deep midwicket for one"
7,AFG,1,14.1,1,"Hasaranga de Silva to Rahmanullah, 1 run","leg spinner, flat through the air on off. Back foot drive to long on"
7,AFG,1,14.2,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run","tossed up on a length, driven towards long-off"
7,AFG,1,14.3,0,"Hasaranga de Silva to Rahmanullah, no run","goes for the sweep and misses. Appeal for lbw, but even though this strikes the back pad it's well outside off."
7,AFG,1,14.4,1,"Hasaranga de Silva to Rahmanullah, 1 run","back of a length googly outside off, back foot punch into the covers"
7,AFG,1,14.5,1,"Hasaranga de Silva to Ibrahim Zadran, 1 run","slightly fuller, another googly. This keeps low but Zadran negotiates it well. Stays back and punches this through the covers."
7,AFG,1,14.6,2,"Hasaranga de Silva to Rahmanullah, 2 runs","Great running! Pushed through flat on the stumps, this is worked to deep midwicket with soft hands and they steal two as the man in the deep is right on the ropes."
7,AFG,1,15.1,0,"Asitha Fernando to Ibrahim Zadran, no run","Shuffles around in the crease, as Zadran looks to premeditate the scoop. Asitha spots him and bowls this full outside off, and it ends up going through the batter's legs."
7,AFG,1,15.2,1,"Asitha Fernando to Ibrahim Zadran, 1 run","full outside off, gets low and drives this towards sweeper cover"
7,AFG,1,15.3,W,"Asitha Fernando to Rahmanullah, OUT","And Gurbaz's fantastic innings comes to an end! This was full outside off, and Gurbaz looks to heave this across the line. Ends up getting a top edge that goes high towards Hasaranga at deep midwicket, who does well to keep his eyes on the ball and take a pressure-filled catch."
7,AFG,1,15.4,1,"Asitha Fernando to Ibrahim Zadran, 1 run","Slower leg cutter outside off, driven hard into the covers but the sweeper is in place"
7,AFG,1,15.5,1,"Asitha Fernando to Zadran, 1 run","full toss outside off, carved to point, who misfields and allows a single"
7,AFG,1,15.6,4,"Asitha Fernando to Ibrahim Zadran, FOUR runs","Inside edge down to fine leg! Fortune favouring Afghanistan, as this cover drive gets a thick inside edge, leaving Mendis behind the stumps with no chance."
7,AFG,1,16.1,1,"Theekshana to Zadran, 1 run","Dragged short on the stumps, nudged towards square leg for one"
7,AFG,1,16.2,0,"Theekshana to Ibrahim Zadran, no run","Appeal for a stumping, as Ibrahim goes for a big heave-ho and only ends up getting an inside edge on to his pads, through to the keeper. Mendis picks up the ball and breaks the stumps. They're having a look to see if Ibrahim had his foot briefly in there air, but he's safe."
7,AFG,1,16.3,1,"Theekshana to Ibrahim Zadran, 1 run","darted in towards the pads, dug out towards midwicket"
7,AFG,1,16.4,1,"Theekshana to Zadran, 1 run","pushed through flat from around the wicket, back of a length, worked in front of square on the onside"
7,AFG,1,16.5,1,"Theekshana to Ibrahim Zadran, 1 run","full on the stumps, makes room and carves this hard inside out straight to a wide mid-off. But a misfield allows for a single."
7,AFG,1,16.6,1,"Theekshana to Zadran, 1 run","length on the stumps, nudged in front of square on the offside for one"
7,AFG,1,17.1,1,"Madushanka to Zadran, 1 run","Full shaping in a touch, driven hard down to long-on"
7,AFG,1,17.2,W,"Madushanka to Ibrahim Zadran, OUT","Scooped but straight to short fine leg! This was premeditated as Ibrahim goes across the crease early. Madushanka spots the move and slows it right up. Ibrahim goes through with the stroke, but he only manages height without distance. Simple catch at fine leg."
7,AFG,1,17.3,6,"Madushanka to Zadran, SIX runs","Pulled for a maximum! Madushanka lost all control of this slower ball, and it ends up almost waist high. Walloped high over deep midwicket!"
7,AFG,1,17.4,4,"Madushanka to Zadran, FOUR runs","And now on the offside! This is another full toss on off, and he just opens the face and slices this down to third man for four more!"
7,AFG,1,17.5,1,"Madushanka to Zadran, 1 run","length on the stumps, attempted pull, but he doesn't connect. Dribbles to square leg."
7,AFG,1,17.6,1nb,"Madushanka to M Nabi, (no ball)","Short slower ball, attempted pull, inside edge into the body. Oh! But it's a no ball! Free hit incoming..."
7,AFG,1,17.6,0,"Madushanka to M Nabi, no run","short and quick, top edges this high on the bat and it doesn't really go anywhere. Keeper picks it up to prevent the single."
7,AFG,1,18.1,1,"Theekshana to Zadran, 1 run","Tossed up on off, tries to hit this hard towards extra cover, but gets the timing all wrong as it goes down to long on"
7,AFG,1,18.2,1,"Theekshana to M Nabi, 1 run","full on the pads, swept hard but straight to deep backwards square leg"
7,AFG,1,18.3,1lb,"Theekshana to Zadran, 1 leg bye","attempted sweep, strikes the front pad as the batter misses. Theekshana appeals, but it's going well down leg."
7,AFG,1,18.4,W,"Theekshana to M Nabi, OUT","Takes a good return catch! Carrom ball outside off, and Nabi tries to flat bat this down the ground, it's straight back at Theekshana who uses every inch of his tall frame to leap over head and take the catch."
7,AFG,1,18.5,W,"Theekshana to Rashid Khan, OUT","And is this another one!? Yes, yes it is! This is driven hard to mid-off and they look to steal a single. But the throw is a good one to the striker's end and Kusal picking up the ball in front of the stumps catches him short."
7,AFG,1,18.6,0,"Theekshana to Karim Janat, no run","good length on off, cut into the offside but straight to point"
7,AFG,1,19.1,0,"Asitha Fernando to Rashid Khan, no run","Short, well directed. Rashid takes his eye off the ball, and is struck on the body. Ball ricochets to Kusal behind the stumps who does well to stop the single."
7,AFG,1,19.2,0,"Asitha Fernando to Rashid Khan, no run","Short ball, and it's a swing and a miss"
7,AFG,1,19.3,0,"Asitha Fernando to Rashid Khan, no run","Another short one, another swing and a miss. This is great stuff from Asitha."
7,AFG,1,19.4,2,"Asitha Fernando to Rashid Khan, 2 runs","Short again, and this time Rashid connects with the pull. No timing but he gets it towards midwicket and they scamper two."
7,AFG,1,19.5,6,"Asitha Fernando to Rashid Khan, SIX runs","After four poor shots in a row, Rashid absolutely leathers this! Another short ball, and Rashid is waiting for this, as he pulls this high over deep midwicket!"
7,AFG,1,19.6,W,"Asitha Fernando to Rashid Khan, 1 run, OUT","Full, attempted yorker wide of off stump, it's dug out towards Nissanka sweeping in the deep. Who puts in an accurate throw that finds Rashid, who dropped his bat half way through the run, short of his crease as he attempts to complete a second run."
8,PAK,2,0.1,4,"Bhuvneshwar to Rizwan, FOUR runs","short and wide, and Rizwan slashes it past point for four. Poor delivery, and Rizwan gave it what it deserved"
8,PAK,2,0.2,0,"Bhuvneshwar to Rizwan, no run","driven to mid-off, where Hardik is on his toes"
8,PAK,2,0.3,1,"Bhuvneshwar to Rizwan, 1 run","a prod to Pandya again and this time Rizwan takes him on. Puts in a dive, as you'd imagine, and gets there in time. Actually, a direct hit would have seen him out"
8,PAK,2,0.4,0,"Bhuvneshwar to Babar Azam, no run",beautiful bowling. Seams away off a length leaving him beaten all ends up
8,PAK,2,0.5,4,"Bhuvneshwar to Babar Azam, FOUR runs","going down leg stump, and Babar pounces on it, whipping it through midwicket for four"
8,PAK,2,0.6,0,"Bhuvneshwar to Babar Azam, no run",punched to mid-off off the back foot
8,PAK,2,1.1,0,"Arshdeep Singh to Rizwan, no run",angling aay from off stump. Rizwan's drive finds the cover fielder
8,PAK,2,1.2,0,"Arshdeep Singh to Rizwan, no run",driven back to the bowler
8,PAK,2,1.3,1,"Arshdeep Singh to Rizwan, 1 run","banged in short, which Rizwan steers to fine leg and the pair exchange ends"
8,PAK,2,1.4,1,"Arshdeep Singh to Babar Azam, 1 run","half-volley, was there to be crunched but KL Rahul puts in a dive at mid-off and stops what would have been a boundary"
8,PAK,2,1.5,0,"Arshdeep Singh to Rizwan, no run",chipped to mid-off on the bounce. Seemed to stop in the pitch slightly
8,PAK,2,1.6,0,"Arshdeep Singh to Rizwan, no run","tried to run it through backward point and short third, but finds the fielder. Just two off that over"
8,PAK,2,2.1,1,"Bhuvneshwar to Babar Azam, 1 run","length delivery, clipped through midwicket for a single"
8,PAK,2,2.2,0,"Bhuvneshwar to Rizwan, no run",tried to slash through the offside and misses
8,PAK,2,2.3,0,"Bhuvneshwar to Rizwan, no run","angled to backward point, but no run. The pressure mounting on Pakistan already"
8,PAK,2,2.4,1,"Bhuvneshwar to Rizwan, 1 run",prodded into the offside and the pair exchange ends
8,PAK,2,2.5,2,"Bhuvneshwar to Babar Azam, 2 runs","this one is a touch too straight, and it's squeezed past short fine leg for a couple"
8,PAK,2,2.6,4,"Bhuvneshwar to Babar Azam, FOUR runs",short ball with little pace on it. Babar read that one early and crunched that in front of square for a boundary. First shot of real authority from the Pakistan skipper
8,PAK,2,3.1,1,"Ravi Bishnoi to Rizwan, 1 run",worked into the onside for a single
8,PAK,2,3.2,2,"Ravi Bishnoi to Babar Azam, 2 runs","low full toss, he opens the face and steers past extra cover. Rahul has a long chase and he manages to cut it off"
8,PAK,2,3.3,0,"Ravi Bishnoi to Babar Azam, no run",defended to midwicket
8,PAK,2,3.4,W,"Ravi Bishnoi to Babar Azam, OUT","Bishnoi strikes to remove Babar in his first over! Tried to jab it thorugh midwicket, but ends up chipping it straight to the man! The crowd explodes. But - wait - the no-ball is being checked. Babar is told to wait. Think it's juuust about fine personally. It is! India have thier breakthrough"
8,PAK,2,3.5,0,"Ravi Bishnoi to Zaman, no run",defended into the offside
8,PAK,2,3.6,0,"Ravi Bishnoi to Zaman, no run","yorker length, Fakhar defends. Excellent over from Bishnoi"
8,PAK,2,4.1,4,"Hardik to Rizwan, FOUR runs","length ball on the body, which is an area Rizwan excels. Smacks it off the ribs to a vacant fine leg for four."
8,PAK,2,4.2,1,"Hardik to Rizwan, 1 run","another swipe through the onside, but this one isn't timed all that well"
8,PAK,2,4.3,0,"Hardik to Zaman, no run","tucks him up, giving him no room to free his arms. He defends"
8,PAK,2,4.4,4,"Hardik to Zaman, FOUR runs",same length but this time Fakhar was anticipating it. Steps away and carves it through backward point. Did very well to create his own room and find that gap through the offside
8,PAK,2,4.5,1,"Hardik to Zaman, 1 run","slower ball, pushed out to mid-off for a quick single"
8,PAK,2,4.6,4,"Hardik to Rizwan, FOUR runs","wow, what a shot that was! Short ball, Rizwan gets down, bat over his head, and still manages to find the gap between backward point and short third! Phenomenally clever shot"
8,PAK,2,5.1,0,"Arshdeep Singh to Zaman, no run","length ball, Fakhar defends"
8,PAK,2,5.2,1,"Arshdeep Singh to Zaman, 1 run","short ball, Fakhar swings his arms, has a good-old heave-ho and manages it to get it to square leg for a single"
8,PAK,2,5.3,6,"Arshdeep Singh to Rizwan, SIX runs","that is a Rizwan special! Gets across and whips it over square leg for a huge six. That passliyon waali shot, as its known in Pakistan, is always such a sight to behold"
8,PAK,2,5.4,1,"Arshdeep Singh to Rizwan, 1 run",eased through the onside for a single
8,PAK,2,5.5,0,"Arshdeep Singh to Zaman, no run",comes down the ground but ends up yorking himself. Perhaps a late adjustment from the bowler
8,PAK,2,5.6,0,"Arshdeep Singh to Zaman, no run","slower ball that deceived Fakhar completely. Went through his shot too early, got an outside edge but it drops short of the keeper."
8,PAK,2,6.1,1,"Chahal to Rizwan, 1 run",eased down the ground for a single
8,PAK,2,6.2,0,"Chahal to Zaman, no run",defended into the onside
8,PAK,2,6.3,1,"Chahal to Zaman, 1 run",worked through the leg side for a single
8,PAK,2,6.4,4,"Chahal to Rizwan, FOUR runs","good footwork to get to the pitch, before opening the face and carving it through wide mid-off. Kohli there should have cut it off but a misfield gets Pakistan four"
8,PAK,2,6.5,1,"Chahal to Rizwan, 1 run",nudged through the offside for one
8,PAK,2,6.6,0,"Chahal to Zaman, no run","another wrong'un, which Fakhar doesn't quite look comfortable against. He blocks it"
8,PAK,2,7.1,1,"Ravi Bishnoi to Rizwan, 1 run",eased down long-on for a single
8,PAK,2,7.2,1,"Ravi Bishnoi to Zaman, 1 run",little dab into the onside for a single
8,PAK,2,7.3,1,"Ravi Bishnoi to Rizwan, 1 run",carved through the covers for another single. Quiet start to this over
8,PAK,2,7.4,1,"Ravi Bishnoi to Zaman, 1 run","caught that out of the middle as he swiped it to cow corner, but a fielder's stationed there to keep it to one"
8,PAK,2,7.5,1lb,"Ravi Bishnoi to Rizwan, 1 leg bye","sliding down leg, and they set off for a risky single. Just about get away with it"
8,PAK,2,7.6,1,"Ravi Bishnoi to Zaman, 1 run","sliced to long-off, and it's another remarkably useful over from Bishnoi"
